Person_ID,split,cv_fold
P06639,development,4
P06640,development,1
P06641,development,1
P06642,development,3
P06643,development,3
P06644,development,4
P06645,development,1
P06646,development,1
P06647,holdout,-1
P06648,development,2
P06649,development,1
P06650,development,3
P06651,development,0
P06652,development,1
P06653,development,3
P06654,development,4
P06655,development,1
P06656,development,2
P06657,holdout,-1
P06658,holdout,-1
P06659,development,2
P06660,development,1
P06661,development,3
P06662,holdout,-1
P06663,development,3
P06664,development,1
P06665,development,1
P06666,development,0
P06667,development,4
P06668,development,0
P06669,development,3
P06670,development,4
P06671,development,1
P06672,development,0
P06673,development,4
P06674,development,3
P06675,development,4
P06676,holdout,-1
P06677,development,1
P06678,development,1
P06679,development,2
P06680,development,4
P06681,development,0
P06682,development,3
P06683,holdout,-1
P06684,development,2
P06685,holdout,-1
P06686,development,0
P06687,holdout,-1
P06688,development,0
P06689,development,3
P06690,development,0
P06691,development,4
P06692,development,0
P06693,development,1
P06694,development,0
P06695,development,2
P06696,development,0
P06697,development,3
P06698,development,1
P06699,development,1
P06700,development,1
P06701,development,0
P06702,development,1
P06703,development,2
P06704,development,4
P06705,development,2
P06706,development,1
P06707,holdout,-1
P06708,development,2
P06709,holdout,-1
P06710,development,2
P06711,development,0
P06712,development,4
P06713,development,4
P06714,development,0
P06715,development,4
P06716,development,0
P06717,development,4
P06718,development,0
P06719,development,2
P06720,development,1
P06721,development,0
P06722,development,3
P06723,development,3
P06724,holdout,-1
P06725,development,4
P06726,development,4
P06727,development,4
P06728,development,4
P06729,development,4
P06730,development,3
P06731,development,3
P06732,holdout,-1
P06733,development,2
P06734,development,1
P06735,development,1
P06736,holdout,-1
P06737,development,1
P06738,holdout,-1
P06739,development,3
P06740,development,4
P06741,holdout,-1
P06742,development,4
P06743,development,1
P06744,development,3
P06745,development,4
P06746,holdout,-1
P06747,development,0
P06748,holdout,-1
P06749,development,4
P06750,development,0
P06751,development,3
P06752,development,2
P06753,development,0
P06754,development,0
P06755,holdout,-1
P06756,development,2
P06757,development,3
P06758,development,0
P06759,development,2
P06760,development,0
P06761,development,4
P06762,holdout,-1
P06763,holdout,-1
P06764,development,2
P06765,development,4
P06766,holdout,-1
P06767,holdout,-1
P06768,holdout,-1
P06769,development,0
P06770,holdout,-1
P06771,development,4
P06772,development,1
P06773,development,3
P06774,development,1
P06775,holdout,-1
P06776,development,3
P06777,development,0
P06778,development,1
P06779,holdout,-1
P06780,development,3
P06781,development,1
P06782,development,3
P06783,development,3
P06784,holdout,-1
P06785,development,0
P06786,development,2
P06787,development,1
P06788,development,0
P06789,development,2
P06790,development,3
P06791,development,4
P06792,development,3
P06793,holdout,-1
P06794,development,3
P06795,development,2
P06796,development,1
P06797,development,3
P06798,development,0
P06799,development,0
P06800,development,4
P06801,development,2
P06802,holdout,-1
P06803,development,0
P06804,development,2
P06805,development,3
P06806,holdout,-1
P06807,development,1
P06808,development,2
P06809,holdout,-1
P06810,holdout,-1
P06811,holdout,-1
P06812,development,4
P06813,holdout,-1
P06814,development,0
P06815,development,3
P06816,development,2
P06817,development,4
P06818,development,4
P06819,development,1
P06820,holdout,-1
P06821,holdout,-1
P06822,development,1
P06823,development,3
P06824,development,2
P06825,development,1
P06826,development,1
P06827,development,1
P06828,development,0
P06829,development,1
P06830,development,0
P06831,development,1
P06832,development,2
P06833,development,0
P06834,development,1
P06835,development,2
P06836,holdout,-1
P06837,development,3
P06838,development,1
P06839,development,0
P06840,development,2
P06841,holdout,-1
P06842,holdout,-1
P06843,development,1
P06844,development,1
P06845,holdout,-1
P06846,development,2
P06847,development,3
P06848,development,4
P06849,development,2
P06850,development,0
P06851,development,1
P06852,development,4
P06853,development,2
P06854,development,3
P06855,holdout,-1
P06856,development,3
P06857,development,0
P06858,development,2
P06859,holdout,-1
P06860,development,1
P06861,development,3
P06862,development,0
P06863,development,2
P06864,development,4
P06865,development,0
P06866,development,1
P06867,development,2
P06868,development,1
P06869,development,2
P06870,development,2
P06871,development,3
P06872,development,1
P06873,development,2
P06874,development,3
P06875,development,3
P06876,development,2
P06877,development,3
P06878,development,3
P06879,holdout,-1
P06880,development,2
P06881,holdout,-1
P06882,development,4
P06883,development,1
P06884,holdout,-1
P06885,development,1
P06886,development,2
P06887,holdout,-1
P06888,development,0
P06889,development,0
P06890,holdout,-1
P06891,development,2
P06892,development,3
P06893,holdout,-1
P06894,holdout,-1
P06895,development,2
P06896,development,0
P06897,holdout,-1
P06898,development,3
P06899,development,2
P06900,development,3
P06901,development,4
P06902,development,0
P06903,development,4
P06904,development,1
P06905,development,4
P06906,development,4
P06907,development,2
P06908,development,3
P06909,development,4
P06910,development,1
P06911,development,0
P06912,development,0
P06913,development,1
P06914,holdout,-1
P06915,development,4
P06916,development,3
P06917,holdout,-1
P06918,development,3
P06919,development,2
P06920,development,4
P06921,development,0
P06922,holdout,-1
P06923,development,4
P06924,development,2
P06925,development,2
P06926,holdout,-1
P06927,holdout,-1
P06928,development,1
P06929,development,0
P06930,development,3
P06931,development,3
P06932,development,2
P06933,development,2
P06934,development,3
P06935,development,4
P06936,holdout,-1
P06937,development,0
P06938,development,4
P06939,holdout,-1
P06940,development,0
P06941,development,4
P06942,development,0
P06943,development,2
P06944,development,1
P06945,development,2
P06946,development,0
P06947,development,0
P06948,development,4
P06949,development,3
P06950,development,4
P06951,development,1
P06952,development,2
P06953,development,1
P06954,development,4
P06955,development,1
P06956,holdout,-1
P06957,development,4
P06958,development,0
P06959,development,3
P06960,development,4
P06961,holdout,-1
P06962,development,0
P06963,holdout,-1
P06964,development,3
P06965,development,1
P06966,holdout,-1
P06967,development,0
P06968,development,3
P06969,development,1
P06970,development,1
P06971,development,0
P06972,development,2
P06973,development,4
P06974,holdout,-1
P06975,development,2
P06976,holdout,-1
P06977,development,4
P06978,development,3
P06979,development,3
P06980,holdout,-1
P06981,development,0
P06982,holdout,-1
P06983,development,3
P06984,holdout,-1
P06985,development,2
P06986,development,1
P06987,development,3
P06988,development,2
P06989,development,2
P06990,development,0
P06991,development,0
P06992,holdout,-1
P06993,development,1
P06994,development,2
P06995,development,0
P06996,holdout,-1
P06997,development,1
P06998,development,3
P06999,development,1
P07000,development,3
P07001,development,3
P07002,holdout,-1
P07003,development,2
P07004,development,3
P07005,development,3
P07006,development,3
P07007,holdout,-1
P07008,development,0
P07009,development,2
P07010,development,4
P07011,development,3
P07012,development,4
P07013,development,1
P07014,development,3
P07015,development,3
P07016,development,3
P07017,development,4
P07018,development,2
P07019,development,0
P07020,development,0
P07021,development,4
P07022,development,0
P07023,development,4
P07024,development,2
P07025,development,3
P07026,development,3
P07027,holdout,-1
P07028,development,0
P07029,development,3
P07030,development,4
P07031,development,3
P07032,development,3
P07033,development,3
P07034,development,4
P07035,development,1
P07036,development,2
P07037,holdout,-1
P07038,development,1
P07039,development,0
P07040,holdout,-1
P07041,development,1
P07042,development,1
P07043,development,2
P07044,holdout,-1
P07045,holdout,-1
P07046,holdout,-1
P07047,holdout,-1
P07048,development,4
P07049,development,2
P07050,development,2
P07051,development,3
P07052,development,3
P07053,holdout,-1
P07054,holdout,-1
P07055,development,0
P07056,holdout,-1
P07057,development,0
P07058,development,3
P07059,development,4
P07060,holdout,-1
P07061,development,4
P07062,development,1
P07063,development,1
P07064,development,4
P07065,development,0
P07066,development,0
P07067,development,1
P07068,development,3
P07069,development,0
P07070,development,3
P07071,development,2
P07072,holdout,-1
P07073,holdout,-1
P07074,holdout,-1
P07075,development,4
P07076,development,3
P07077,development,2
P07078,development,0
P07079,development,0
P07080,development,4
P07081,development,2
P07082,development,3
P07083,development,1
P07084,development,1
P07085,development,4
P07086,development,0
P07087,development,1
P07088,development,2
P07089,development,3
P07090,development,1
P07091,development,1
P07092,holdout,-1
P07093,development,2
P07094,development,1
P07095,development,1
P07096,development,3
P07097,holdout,-1
P07098,holdout,-1
P07099,development,2
P07100,development,4
P07101,development,4
P07102,development,4
P07103,development,3
P07104,development,1
P07105,development,4
P07106,development,4
P07107,development,2
P07108,development,3
P07109,development,0
P07110,development,1
P07111,holdout,-1
P07112,development,0
P07113,development,1
P07114,development,1
P07115,development,1
P07116,holdout,-1
P07117,development,2
P07118,holdout,-1
P07119,holdout,-1
P07120,development,1
P07121,development,0
P07122,development,4
P07123,development,0
P07124,holdout,-1
P07125,development,3
P07126,development,4
P07127,development,1
P07128,development,2
P07129,development,0
P07130,development,0
P07131,development,4
P07132,development,0
P07133,development,4
P07134,development,4
P07135,development,0
P07136,development,1
P07137,development,0
P07138,development,1
P07139,development,3
P07140,development,0
P07141,development,2
P07142,development,2
P07143,development,2
P07144,development,3
P07145,development,3
P07146,development,1
P07147,development,0
P07148,development,4
P07149,development,2
P07150,development,4
P07151,development,4
P07152,development,1
P07153,development,0
P07154,development,4
P07155,holdout,-1
P07156,development,2
P07157,development,0
P07158,development,3
P07159,development,1
P07160,development,0
P07161,development,2
P07162,development,4
P07163,development,0
P07164,development,3
P07165,development,1
P07166,development,0
P07167,development,0
P07168,development,1
P07169,development,1
P07170,development,3
P07171,development,0
P07172,holdout,-1
P07173,development,2
P07174,holdout,-1
P07175,development,1
P07176,development,1
P07177,development,4
P07178,development,3
P07179,holdout,-1
P07180,holdout,-1
P07181,holdout,-1
P07182,holdout,-1
P07183,holdout,-1
P07184,development,2
P07185,holdout,-1
P07186,development,2
P07187,development,4
P07188,holdout,-1
P07189,development,0
P07190,development,3
P07191,holdout,-1
P07192,development,3
P07193,development,1
P07194,development,4
P07195,holdout,-1
P07196,development,3
P07197,development,3
P07198,development,0
P07199,development,2
P07200,holdout,-1
P07201,development,3
P07202,development,0
P07203,holdout,-1
P07204,development,2
P07205,development,4
P07206,development,4
P07207,development,2
P07208,development,1
P07209,holdout,-1
P07210,holdout,-1
P07211,development,4
P07212,development,3
P07213,holdout,-1
P07214,holdout,-1
P07215,development,0
P07216,development,2
P07217,development,4
P07218,holdout,-1
P07219,development,2
